Start Date,Name,Area,City,Postcode,Number Of Lettings,Hmo TypesDescription
2018/2/12,125 Moy Road, Roath, Cardiff, CF24 4TF,5,Shared House
2018/2/13,51 Romilly Road, Canton, Cardiff, CF5 1FJ,0,Shared House
2018/2/13,58 Miskin Street, Cathays, Cardiff, CF24 4AQ,0,Flats Section 257
2018/2/13,97 Coburn Street, Cathays, Cardiff, CF24 4BR,5,Shared House
2018/2/13,"Flat 2, Letty Mews Letty Street", Cathays, Cardiff, CF24 4EJ,7,Shared House
2018/2/13,"Flat 3, Letty Mews Letty Street", Cathays, Cardiff, CF24 4EJ,1,Shared House
2018/2/13,10 Cwmdare Street, Cathays, Cardiff, CF24 4JZ,1,Shared House
2018/2/13,51 Dogfield Street, Cathays, Cardiff, CF24 4QL,3,Shared House
2018/2/13,99 Westville Road, Penylan, Cardiff, CF23 5DF,3,Bedsits
2018/2/13,99 Westville Road, Penylan, Cardiff, CF23 5DF,11,Bedsits
2018/2/13,46  Richmond Road, Roath, Cardiff, CF24 3AT,14,Shared House
2018/2/13,30 Plasnewydd Road, Roath, Cardiff, CF24 3EN,4,Shared House
2018/2/13,32  Cyfarthfa Street, Roath, Cardiff, CF24 3HE,4,
2018/2/13,44 Strathnairn Street, Roath, Cardiff, CF24 3JN,1,Shared House
2018/2/13,38  Glenroy Street, Roath, Cardiff, CF24 3LB,5,Private rented house
2018/2/13,20 Arabella Street, Roath, Cardiff, CF24 4TA,3,
2018/2/14,11 Miskin Street, Cathays, Cardiff, CF24 4AQ,0,Flats Section 257
2018/2/14,4 Minny Street, Cathays, Cardiff, CF24 4ER,7,Shared House
2018/2/14,114 Malefant Street, Cathays, Cardiff, CF24 4QE,4,Flats Section 257
2018/2/14,14 Richmond Road, Roath, Cardiff, CF24 3AS,5,Flats Section 257
2018/2/15,19 Woodville Road, Cathays, Cardiff, CF24 4DW,5,
2018/2/15,49 Minny Street, Cathays, Cardiff, CF24 4ET,7,Private rented house
2018/2/15,116 Gelligaer Street, Cathays, Cardiff, CF24 4LB,7,Shared House
2018/2/15,37 Tewkesbury Street, Cathays, Cardiff, CF24 4QR,0,Shared House
2018/2/15,41 Allensbank Road, Heath, Cardiff, CF14 3PP,4,Shared House
2018/2/15,49 Richmond Road, Roath, Cardiff, CF24 3AR,0,Flats Section 257
2018/2/15,69 Alfred Street, Roath, Cardiff, CF24 4TZ,6,
2018/2/16,14 Colum Road, Cathays, Cardiff, CF10 3EG,,
2018/2/16,31 Rhymney Street, Cathays, Cardiff, CF24 4DF,8,Shared House
2018/2/16,18 Crwys Road, Cathays, Cardiff, CF24 4NL,3,Shared House
2018/2/16,54 Bedford Street, Roath, Cardiff, CF24 3DB,4,Shared House
2018/2/16,52 Moy Road, Roath, Cardiff, CF24 4TG,4,Shared House
2018/2/22,67 Richards Street, Cathays, Cardiff, CF24 4DB,5,Shared House
2018/2/22,2 Rhymney Terrace, Cathays, Cardiff, CF24 4DE,7,Shared House
2018/2/22,104 Malefant Street, Cathays, Cardiff, CF24 4QE,7,Shared House
2018/2/27,77 Colum Road, Cathays, Cardiff, CF10 3EF,9,Shared House
2018/2/27,11 Llantwit Street, Cathays, Cardiff, CF24 4AJ,5,Shared House
2018/2/27,5 Llandough Street, Cathays, Cardiff, CF24 4AW,5,Shared House
2018/2/27,6 Woodville Road, Cathays, Cardiff, CF24 4EA,4,Shared House
2018/2/27,66 Woodville Road, Cathays, Cardiff, CF24 4EB,4,Shared House
2018/2/27,70 Maindy Road, Cathays, Cardiff, CF24 4HQ,8,
2018/2/27,72 Maindy Road, Cathays, Cardiff, CF24 4HQ,7,
2018/2/28,187 Mackintosh Place, Roath, Cardiff, CF24 4RP,4,Shared House
2018/3/1,27 Cranbrook Street, Cathays, Cardiff, CF24 4AL,5,Shared House
2018/3/1,20  Mundy Place, Cathays, Cardiff, CF24 4BZ,5,Shared House
2018/3/5,13 Rhymney Street, Cathays, Cardiff, CF24 4DF,7,Shared House
2018/3/5,51 Minny Street, Cathays, Cardiff, CF24 4ET,7,Private rented house
2018/3/5,36 Lisvane Street, Cathays, Cardiff, CF24 4LL,7,Shared House
2018/3/5,171 Malefant Street, Cathays, Cardiff, CF24 4QG,7,Shared House
2018/3/5,219 Newport Road, Roath, Cardiff, CF24 1AJ,12,Flat in Multiple Occupation
2018/3/5,221 Newport Road, Roath, Cardiff, CF24 1AJ,10,Bedsits
2018/3/5,223 Newport Road, Roath, Cardiff, CF24 1AJ,9,Shared House
2018/3/5,13 St Peter\'s Street, Roath, Cardiff, CF24 3BA,5,Shared House
2018/3/5,5 Lochaber Street, Roath, Cardiff, CF24 3LS,7,Shared House
2018/3/5,69 Arabella Street, Roath, Cardiff, CF24 4SX,4,Shared House
2018/3/6,19 Senghenydd Road, Cathays, Cardiff, CF24 4AG,3,Shared House
2018/3/6,52 Richards Street, Cathays, Cardiff, CF24 4DB,4,Shared House
2018/3/6,41 May Street, Cathays, Cardiff, CF24 4EX,,Shared House
2018/3/6,115 Cathays Terrace, Cathays, Cardiff, CF24 4HU,7,Shared House
2018/3/6,182 Cathays Terrace, Cathays, Cardiff, CF24 4HZ,7,Shared House
2018/3/6,115 Glenroy Street, Roath, Cardiff, CF24 3JZ,7,Shared House
2018/3/6,46 Moy Road, Roath, Cardiff, CF24 4TG,7,Shared House
2018/3/7,18 Tewkesbury Street, Cathays, Cardiff, CF24 4QQ,3,Shared House
2018/3/7,7 Partridge Road, Roath, Cardiff, CF24 3QW,4,Flats Section 257
2018/3/8,150 Miskin Street, Cathays, Cardiff, CF24 4AS,0,Shared House
2018/3/8,114 Coburn Street, Cathays, Cardiff, CF24 4BT,3,
2018/3/8,49 Hirwain Street, Cathays, Cardiff, CF24 4JG,4,Shared House
2018/3/8,45 Cosmeston Street, Cathays, Cardiff, CF24 4LQ,6,Shared House
2018/3/9,92 Gelligaer Street, Cathays, Cardiff, CF24 4LB,5,Shared House
2018/3/9,92 Gelligaer Street, Cathays, Cardiff, CF24 4LB,7,Shared House
2018/3/9,126 Malefant Street, Cathays, Cardiff, CF24 4QF,3,Shared House
2018/3/9,8 Cyprian House Monthermer Road, Cathays, Cardiff, CF24 4QY,4,Shared House
2018/3/9,1 Crwys Road, Roath, Cardiff, CF24 4NA,4,Flat in Multiple Occupation
2018/3/12,50 Colum Road, Cathays, Cardiff, CF10 3EH,9,Self Contained Flats
2018/3/12,31 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,11,Shared House
2018/3/12,131 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,0,Shared House
2018/3/12,19  Mundy Place, Cathays, Cardiff, CF24 4BZ,5,
2018/3/12,30 Lisvane Street, Cathays, Cardiff, CF24 4LL,5,Shared House
2018/3/12,35 Malefant Street, Cathays, Cardiff, CF24 4QD,4,Shared House
2018/3/13,18  Mundy Place, Cathays, Cardiff, CF24 4BZ,4,
2018/3/13,56 Minny Street, Cathays, Cardiff, CF24 4ET,4,Shared House
2018/3/13,69 May Street, Cathays, Cardiff, CF24 4EY,5,Shared House
2018/3/13,17 Malefant Street, Cathays, Cardiff, CF24 4QB,0,Shared House
2018/3/14,98 Malefant Street, Cathays, Cardiff, CF24 4QE,5,Shared House
2018/3/14,31 Clun Terrace, Cathays, Cardiff, CF24 4RB,7,Shared House
2018/3/14,17 Wellfield Place, Roath, Cardiff, CF24 3PD,5,Shared House
2018/3/14,83 Donald Street, Roath, Cardiff, CF24 4TL,5,Shared House
2018/3/15,133 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,3,Shared House
2018/3/15,5 Florentia Street, Cathays, Cardiff, CF24 4PE,5,Shared House
2018/3/15,116 Malefant Street, Cathays, Cardiff, CF24 4QF,7,Shared House
2018/3/15,145 Albany Road, Roath, Cardiff, CF24 3NT,4,Bedsits
2018/3/16,123 Bedford Street, Roath, Cardiff, CF24 3DB,7,Shared House
2018/3/19,32 Llantrisant Street, Cathays, Cardiff, CF24 4JE,7,Shared House
2018/3/20,4 Robert Street, Cathays, Cardiff, CF24 4PB,5,Shared House
2018/3/20,34 Malefant Street, Cathays, Cardiff, CF24 4QH,4,Shared House
2018/3/20,106 Dogfield Street, Cathays, Cardiff, CF24 4QN,4,Shared House
2018/3/21,162 Woodville Road, Cathays, Cardiff, CF24 4NW,4,Shared House
2018/3/21,21 Daniel Street, Cathays, Cardiff, CF24 4NX,4,Shared House
2018/3/21,47 Talworth Street, Roath, Cardiff, CF24 3EH,5,Shared House
2018/3/21,29 Glenroy Street, Roath, Cardiff, CF24 3JX,1,Shared House
2018/3/23,2 Merthyr Street, Cathays, Cardiff, CF24 4JJ,5,Shared House
2018/3/23,103 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,5,Shared House
2018/3/23,121 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,5,Shared House
2018/3/23,39 Clun Terrace, Cathays, Cardiff, CF24 4RB,4,Shared House
2018/3/26,6 Dalton Street, Cathays, Cardiff, CF24 4HB,3,Shared House
2018/3/28,3 Partridge Road, Roath, Cardiff, CF24 3QW,0,Flats Section 257
2018/3/29,11A Harriet Street, Cathays, Cardiff, CF24 4BU,7,Shared House
2018/4/3,40 Colum Road, Cathays, Cardiff, CF10 3EH,5,Shared House
2018/4/3,107 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,6,
2018/4/3,35a Rhymney Street, Cathays, Cardiff, CF24 4DH,,Shared House
2018/4/3,183 Mackintosh Place, Roath, Cardiff, CF24 4RP,5,Flats Section 257
2018/4/6,21 Harriet Street, Cathays, Cardiff, CF24 4BU,,
2018/4/6,33 Rhymney Street, Cathays, Cardiff, CF24 4DF,5,Shared House
2018/4/9,36 Salisbury Road, Cathays, Cardiff, CF24 4AD,8,Shared House
2018/4/9,31 Wyeverne Road, Cathays, Cardiff, CF24 4BG,0,Shared House
2018/4/9,7 Wellfield Place, Roath, Cardiff, CF24 3PD,4,Shared House
2018/4/10,37 Robert Street, Cathays, Cardiff, CF24 4PD,4,Shared House
2018/4/11,21 Wordsworth Avenue, Roath, Cardiff, CF24 3FR,4,Flats Section 257
2018/4/11,82 Glenroy Street, Roath, Cardiff, CF24 3JY,3,Shared House
2018/4/18,42 Woodville Road, Cathays, Cardiff, CF24 4EB,,
2018/4/18,3 Letty Street, Cathays, Cardiff, CF24 4EJ,4,Shared House
2018/4/18,5 Cosmeston Street, Cathays, Cardiff, CF24 4LP,4,Shared House
2018/4/23,14 Letty Street, Cathays, Cardiff, CF24 4EJ,4,Shared House
2018/4/23,22 Malefant Street, Cathays, Cardiff, CF24 4QB,5,Shared House
2018/4/23,95 Malefant Street, Cathays, Cardiff, CF24 4QE,8,Shared House
2018/4/23,25 Severn Road, Pontcanna, Cardiff, CF11 9DZ,5,Shared House
2018/4/25,72 Crwys Road, Cathays, Cardiff, CF24 4NP,4,Shared House
2018/4/25,57 Dogfield Street, Cathays, Cardiff, CF24 4QL,6,Shared House
2018/4/25,52 Alfred Street, Roath, Cardiff, CF24 4TZ,4,Shared House
2018/4/26,84 Malefant Street, Cathays, Cardiff, CF24 4QH,5,Shared House
2018/4/30,86a Minny Street, Cathays, Cardiff, CF24 4EU,3,Flats Section 257
2018/4/30,72 Malefant Street, Cathays, Cardiff, CF24 4QH,5,Shared House
2018/5/1,69 Minny Street, Cathays, Cardiff, CF24 4ET,7,Shared House
2018/5/1,10 May Street, Cathays, Cardiff, CF24 4EW,5,Shared House
2018/5/3,31-33 Colum Road, Cathays, Cardiff, CF10 3EE,22,Shared House
2018/5/4,16 Minny Street, Cathays, Cardiff, CF24 4ER,6,Shared House
2018/5/8,15 Cranbrook Street, Cathays, Cardiff, CF24 4AL,4,Shared House
2018/5/8,67 Rhymney Street, Cathays, Cardiff, CF24 4DH,6,
2018/5/10,27 Thesiger Street, Cathays, Cardiff, CF24 4BN,,Shared House
2018/5/10,46 Shirley Road, Roath, Cardiff, CF23 5HN,8,Private rented house
2018/5/10,84 Mackintosh Place, Roath, Cardiff, CF24 4RR,1,
2018/5/11,35 Colum Road, Cathays, Cardiff, CF10 3EE,4,Shared House
2018/5/11,80 Colum Road, Cathays, Cardiff, CF10 3EH,8,Shared House
2018/5/11,44 Shirley Road, Roath, Cardiff, CF23 5HN,8,Shared House
2018/5/11,42 Donald Street, Roath, Cardiff, CF24 4TQ,6,Shared House
2018/5/14,60 Wyeverne Road, Cathays, Cardiff, CF24 4BH,1,Shared House
2018/5/14,147 Rhymney Street, Cathays, Cardiff, CF24 4DL,4,Shared House
2018/5/14,6 Merthyr Street, Cathays, Cardiff, CF24 4JJ,4,Shared House
2018/5/14,6b Gwennyth Street, Cathays, Cardiff, CF24 4PH,6,Flat in Multiple Occupation
2018/5/14,141 Albany Road, Roath, Cardiff, CF24 3NT,7,Shared House
2018/5/14,145 Arabella Street, Roath, Cardiff, CF24 4SY,5,Shared House
2018/5/14,115 Donald Street, Roath, Cardiff, CF24 4TN,3,Shared House
2018/5/15,35 Richards Street, Cathays, Cardiff, CF24 4DA,5,Shared House
2018/5/15,66 Rhymney Street, Cathays, Cardiff, CF24 4DG,4,
2018/5/15,63 Flora Street, Cathays, Cardiff, CF24 4EQ,8,Shared House
2018/5/15,75 Minny Street, Cathays, Cardiff, CF24 4ET,4,Shared House
2018/5/16,104 Rhymney Street, Cathays, Cardiff, CF24 4DG,1,Shared House
2018/5/16,12 Flora Street, Cathays, Cardiff, CF24 4EP,4,Shared House
2018/5/16,"Flat 1, 216 Cathays Terrace", Cathays, Cardiff, CF24 4JA,,
2018/5/16,36  Wellfield Road, Roath, Cardiff, CF24 3PB,4,
2018/5/21,16 Mundy Place, Cathays, Cardiff, CF24 4BZ,4,
2018/5/21,64 Gelligaer Street, Cathays, Cardiff, CF24 4LB,0,Shared House
2018/5/21,50 Cosmeston Street, Cathays, Cardiff, CF24 4LR,2,Shared House
2018/5/21,16 Wordsworth Avenue, Roath, Cardiff, CF24 3FQ,,Combined HMO/ Flat/s
2018/5/22,47 Blackweir Terrace, Cathays, Cardiff, CF10 3EQ,1,Shared House
2018/5/22,70 Harriet Street, Cathays, Cardiff, CF24 4BW,3,Shared House
2018/5/22,37 Cathays Terrace, Cathays, Cardiff, CF24 4HS,5,Shared House
2018/5/22,41 Cathays Terrace, Cathays, Cardiff, CF24 4HS,5,Shared House
2018/5/22,9 Plasnewydd Road, Roath, Cardiff, CF24 3EN,4,Shared House
2018/5/24,38 Rhymney Street, Cathays, Cardiff, CF24 4DF,5,Shared House
2018/5/24,49 Cathays Terrace, Cathays, Cardiff, CF24 4HS,,Shared House
2018/5/24,14 Merthyr Street, Cathays, Cardiff, CF24 4JJ,4,Private rented house
2018/5/24,39 Pentyrch Street, Cathays, Cardiff, CF24 4JX,,
2018/5/24,52 Dogfield Street, Cathays, Cardiff, CF24 4QZ,5,Shared House
2018/5/24,27 Ninian Road, Roath, Cardiff, CF23 5EF,1,Flats Section 257
2018/5/24,114 Glenroy Street, Roath, Cardiff, CF24 3JZ,6,Shared House
2018/5/24,40 Alfred Street, Roath, Cardiff, CF24 4TZ,3,Shared House
2018/5/25,15 Ruthin Gardens, Cathays, Cardiff, CF24 4AU,3,Flat in Multiple Occupation
2018/5/25,23 Ninian Road, Roath, Cardiff, CF23 5EF,5,Self Contained Flats
2018/5/25,45 Ninian Road , Roath, Cardiff, CF23 5EH,6,Self Contained Flats
2018/5/29,8 Glynrhondda Street, Cathays, Cardiff, CF24 4AN,7,Shared House
2018/5/29,18 Llanbleddian Gardens, Cathays, Cardiff, CF24 4AT,10,Flats Section 257
2018/5/29,28 Gordon Road, Roath, Cardiff, CF24 3AL,7,Shared House
2018/5/30,65 Rhymney Street, Cathays, Cardiff, CF24 4DH,3,Shared House
2018/5/30,188 Mackintosh Place, Roath, Cardiff, CF24 4RT,8,Shared House
2018/5/31,109 Wyeverne Road, Cathays, Cardiff, CF24 4BJ,4,Shared House
2018/5/31,56 Gelligaer Street, Cathays, Cardiff, CF24 4LA,4,Shared House
2018/5/31,27 Lisvane Street, Cathays, Cardiff, CF24 4LH,4,Shared House
2018/5/31,123 Lisvane Street, Cathays, Cardiff, CF24 4LJ,7,Shared House
2018/5/31,166 Woodville Road, Cathays, Cardiff, CF24 4NW,4,Shared House
2018/6/1,90 Salisbury Road, Cathays, Cardiff, CF24 4AE,5,Shared House
2018/6/4,53 Richards Street, Cathays, Cardiff, CF24 4DB,0,Shared House
2018/6/4,96 Richards Street, Cathays, Cardiff, CF24 4DD,7,Shared House
2018/6/4,38 Strathnairn Street, Roath, Cardiff, CF24 3JN,6,Shared House
2018/6/4,97 Claude Road, Roath, Cardiff, CF24 3QD,3,Shared House
2018/6/4,41  Partridge Road, Roath, Cardiff, CF24 3QW,6,
2018/6/6,21 Llantwit Street, Cathays, Cardiff, CF24 4AJ,5,Shared House
2018/6/6,6 Gelligaer street, Cathays, Cardiff, CF24 4LA,,
2018/6/7,12 Miskin Street, Cathays, Cardiff, CF24 4AQ,5,Shared House
2018/6/7,126 Mackintosh Place, Roath, Cardiff, CF24 4RR,0,Shared House
2018/6/11,139 Rhymney Street, Cathays, Cardiff, CF24 4DL,4,
2018/6/11,49 May Street, Cathays, Cardiff, CF24 4EX,7,Shared House
2018/6/11,60 Alfred Street, Roath, Cardiff, CF24 4TZ,,Shared House
2018/6/13,175 Malefant Street, Cathays, Cardiff, CF24 4QG,0,
2018/6/13,15 Russell Street, Roath, Cardiff, CF24 3BG,,Shared House
2018/6/14,45 Colum Road, Cathays, Cardiff, CF10 3EE,7,Shared House
2018/6/14,23 Rhymney Street, Cathays, Cardiff, CF24 4DF,,Shared House
2018/6/14,10 Woodville Road, Cathays, Cardiff, CF24 4EA,5,Shared House
2018/6/14,178 Cathays Terrace, Cathays, Cardiff, CF24 4HZ,7,Shared House
2018/6/14,18 Darran Street, Cathays, Cardiff, CF24 4JF,,Shared House
2018/6/14,16 Treorchy Street, Cathays, Cardiff, CF24 4JP,7,Shared House
2018/6/14,11 Despenser Gardens, Riverside, Cardiff, CF11 6AY,6,
2018/6/14,37 Moy Road, Roath, Cardiff, CF24 4SG,7,Shared House
2018/6/14,151 Donald Street, Roath, Cardiff, CF24 4TP,4,Shared House
2018/6/18,9 Llantwit Street, Cathays, Cardiff, CF24 4AJ,4,
2018/6/18,5 Daniel Street, Cathays, Cardiff, CF24 4NX,4,Shared House
2018/6/18,105 Dogfield Street, Cathays, Cardiff, CF24 4QN,,Shared House
2018/6/19,28 Thesiger Street, Cathays, Cardiff, CF24 4BN,6,Shared House
2018/6/19,36 Harriet Street, Cathays, Cardiff, CF24 4BY,4,Shared House
2018/6/19,44 Minny Street, Cathays, Cardiff, CF24 4ES,8,Shared House
2018/6/19,13 Russell Street, Roath, Cardiff, CF24 3BG,1,Shared House
2018/6/19,51 Talworth Street, Roath, Cardiff, CF24 3EH,4,Shared House
2018/6/19,12 Alfred Street, Roath, Cardiff, CF24 4TY,4,Shared House
2018/6/20,129 Arabella Street, Roath, Cardiff, CF24 4SY,4,Shared House
2018/6/21,104 Richards Street, Cathays, Cardiff, CF24 4DD,6,Shared House
2018/6/21,42 May Street, Cathays, Cardiff, CF24 4EX,5,Shared House
2018/6/21,37 Daniel Street, Cathays, Cardiff, CF24 4NY,4,Shared House
2018/6/21,81 Malefant Street, Cathays, Cardiff, CF24 4QD,7,Shared House
2018/6/21,83 Richmond Road, Roath, Cardiff,CF24 3BR,4,Flats Section 257
2018/6/22,64 Ninian Road, Roath, Cardiff, CF23 5EL,,Flats Section 257
2018/6/22,52 Gordon Road, Roath, Cardiff, CF24 3AL,1,Shared House
2018/6/22,18 Crwys Place, Roath, Cardiff, CF24 4NS,4,Shared House
2018/6/22,10 Park Avenue, Whitchurch, Cardiff, CF14 7AL,6,Shared House
2018/6/28,5 Colum Road, Cathays, Cardiff, CF10 3EE,0,Shared House
2018/6/28,64 Woodville Road, Cathays, Cardiff, CF24 4EB,4,Shared House
2018/6/28,20 Spencer Street, Cathays, Cardiff, CF24 4PG,7,Shared House
2018/6/28,107 Tewkesbury Street, Cathays, Cardiff, CF24 4QS,5,Shared House
2018/6/28,72 Monthermer Road, Cathays, Cardiff, CF24 4QY,,Shared House
2018/6/28,12 Princes Street, Roath, Cardiff, CF24 3PR,5,
2018/6/29,108 Miskin Street, Cathays, Cardiff, CF24 4AR,2,Shared House
2018/6/29,5 May Street, Cathays, Cardiff, CF24 4EW,9,Shared House
2018/6/29,15 Norman Street, Cathays, Cardiff, CF24 4NU,6,Shared House
2018/6/29,25 Dogfield Street, Cathays, Cardiff, CF24 4QJ,4,Self Contained Flats
2018/6/29,22 Strathnairn Street, Roath, Cardiff, CF24 3JN,5,Shared House
2018/7/2,13 Dalton Street, Cathays, Cardiff, CF24 4HB,4,Shared House
2018/7/3,176 Colum Road, Cathays, Cardiff, CF10 3EL,,
2018/7/4,17 Thesiger Street, Cathays, Cardiff, CF24 4BN,0,
2018/7/5,83 Brithdir Street, Cathays, Cardiff, CF24 4LF,1,Shared House
